initial_stock_price,volatility,option_price,probability
500,0.000000,377.428096,0.000000
500,0.000000,377.428095,0.000000
500,0.000000,377.427913,0.000000
500,0.000000,377.427941,0.000000
500,0.000000,377.427940,0.000000
500,0.000000,377.427939,0.000000
500,0.000000,377.427938,0.000000
500,0.000000,377.427937,0.000000
500,0.000000,377.427936,0.000000
500,0.000000,377.427935,0.000000
500,0.000000,377.427934,0.000000
500,0.000000,377.427933,0.000000
500,0.000000,377.427932,0.000000
500,0.000000,377.427931,0.000000
500,0.000000,377.427930,0.000000
500,0.000000,377.427929,0.000000
500,0.000000,377.427928,0.000000
500,0.000000,377.427927,0.000000
500,0.000000,377.427926,0.000000
500,0.000000,377.427925,0.000000
500,0.000000,377.427924,0.000000
500,0.000000,377.427923,0.000000
500,0.000000,377.427922,0.000000
500,0.000000,377.427921,0.000000
500,0.000000,377.427920,0.000000
500,0.000000,377.427919,0.000000
500,0.000000,377.427918,0.000000
500,0.000000,377.427917,0.000000
500,0.000000,377.427916,0.000000
500,0.000000,377.427915,0.000000
500,0.000000,377.427942,0.000000
500,0.000000,377.427943,0.000000
500,0.000000,377.427944,0.000000
500,0.000000,377.427959,0.000000
500,0.000000,377.427971,0.000000
500,0.000000,377.427970,0.000000
500,0.000000,377.427969,0.000000
500,0.000000,377.427968,0.000000
500,0.000000,377.427967,0.000000
500,0.000000,377.427966,0.000000
500,0.000000,377.427965,0.000000
500,0.000000,377.427964,0.000000
500,0.000000,377.427963,0.000000
500,0.000000,377.427962,0.000000
500,0.000000,377.427961,0.000000
500,0.000000,377.427960,0.000000
500,0.000000,377.427958,0.000000
500,0.000000,377.427945,0.000000
500,0.000000,377.427957,0.000000
500,0.000000,377.427956,0.000000
500,0.000000,377.427955,0.000000
500,0.000000,377.427954,0.000000
500,0.000000,377.427953,0.000000
500,0.000000,377.427952,0.000000
500,0.000000,377.427951,0.000000
500,0.000000,377.427950,0.000000
500,0.000000,377.427949,0.000000
500,0.000000,377.427948,0.000000
500,0.000000,377.427947,0.000000
500,0.000000,377.427946,0.000000
500,0.000000,377.427914,0.000000
500,0.000000,377.427912,0.000000
500,0.000000,377.427973,0.000000
500,0.000000,377.427911,0.000000
500,0.000000,377.427880,0.000000
500,0.000000,377.427879,0.000000
500,0.000000,377.427878,0.000000
500,0.000000,377.427877,0.000000
500,0.000000,377.427876,0.000000
500,0.000000,377.427875,0.000000
500,0.000000,377.427874,0.000000
500,0.000000,377.427873,0.000000
500,0.000000,377.427872,0.000000
500,0.000000,377.427871,0.000000
500,0.000000,377.427870,0.000000
500,0.000000,377.427869,0.000000
500,0.000000,377.427868,0.000000
500,0.000000,377.427867,0.000000
500,0.000000,377.427866,0.000000
500,0.000000,377.427865,0.000000
500,0.000000,377.427864,0.000000
500,0.000000,377.427863,0.000000
500,0.000000,377.427862,0.000000
500,0.000000,377.427861,0.000000
500,0.000000,377.427860,0.000000
500,0.000000,377.427859,0.000000
500,0.000000,377.427858,0.000000
500,0.000000,377.427857,0.000000
500,0.000000,377.427856,0.000000
500,0.000000,377.427855,0.000000
500,0.000000,377.427854,0.000000
500,0.000000,377.427881,0.000000
500,0.000000,377.427882,0.000000
500,0.000000,377.427883,0.000000
500,0.000000,377.427898,0.000000
500,0.000000,377.427910,0.000000
500,0.000000,377.427909,0.000000
500,0.000000,377.427908,0.000000
500,0.000000,377.427907,0.000000
500,0.000000,377.427906,0.000000
500,0.000000,377.427905,0.000000
500,0.000000,377.427904,0.000000
500,0.000000,377.427903,0.000000
500,0.000000,377.427902,0.000000
500,0.000000,377.427901,0.000000
500,0.000000,377.427900,0.000000
500,0.000000,377.427899,0.000000
500,0.000000,377.427897,0.000000
500,0.000000,377.427884,0.000000
500,0.000000,377.427896,0.000000
500,0.000000,377.427895,0.000000
500,0.000000,377.427894,0.000000
500,0.000000,377.427893,0.000000
500,0.000000,377.427892,0.000000
500,0.000000,377.427891,0.000000
500,0.000000,377.427890,0.000000
500,0.000000,377.427889,0.000000
500,0.000000,377.427888,0.000000
500,0.000000,377.427887,0.000000
500,0.000000,377.427886,0.000000
500,0.000000,377.427885,0.000000
500,0.000000,377.427972,0.000000
500,0.000000,377.427974,0.000000
500,0.000000,377.428094,0.000000
500,0.000000,377.428035,0.000000
500,0.000000,377.428063,0.000000
500,0.000000,377.428062,0.000000
500,0.000000,377.428061,0.000000
500,0.000000,377.428060,0.000000
500,0.000000,377.428059,0.000000
500,0.000000,377.428058,0.000000
500,0.000000,377.428057,0.000000
500,0.000000,377.428056,0.000000
500,0.000000,377.428055,0.000000
500,0.000000,377.428054,0.000000
500,0.000000,377.428053,0.000000
500,0.000000,377.428052,0.000000
500,0.000000,377.428051,0.000000
500,0.000000,377.428050,0.000000
500,0.000000,377.428049,0.000000
500,0.000000,377.428048,0.000000
500,0.000000,377.428047,0.000000
500,0.000000,377.428046,0.000000
500,0.000000,377.428045,0.000000
500,0.000000,377.428044,0.000000
500,0.000000,377.428043,0.000000
500,0.000000,377.428042,0.000000
500,0.000000,377.428041,0.000000
500,0.000000,377.428040,0.000000
500,0.000000,377.428039,0.000000
500,0.000000,377.428038,0.000000
500,0.000000,377.428037,0.000000
500,0.000000,377.428064,0.000000
500,0.000000,377.428065,0.000000
500,0.000000,377.428066,0.000000
500,0.000000,377.428081,0.000000
500,0.000000,377.428093,0.000000
500,0.000000,377.428092,0.000000
500,0.000000,377.428091,0.000000
500,0.000000,377.428090,0.000000
500,0.000000,377.428089,0.000000
500,0.000000,377.428088,0.000000
500,0.000000,377.428087,0.000000
500,0.000000,377.428086,0.000000
500,0.000000,377.428085,0.000000
500,0.000000,377.428084,0.000000
500,0.000000,377.428083,0.000000
500,0.000000,377.428082,0.000000
500,0.000000,377.428080,0.000000
500,0.000000,377.428067,0.000000
500,0.000000,377.428079,0.000000
500,0.000000,377.428078,0.000000
500,0.000000,377.428077,0.000000
500,0.000000,377.428076,0.000000
500,0.000000,377.428075,0.000000
500,0.000000,377.428074,0.000000
500,0.000000,377.428073,0.000000
500,0.000000,377.428072,0.000000
500,0.000000,377.428071,0.000000
500,0.000000,377.428070,0.000000
500,0.000000,377.428069,0.000000
500,0.000000,377.428068,0.000000
500,0.000000,377.428036,0.000000
500,0.000000,377.428034,0.000000
500,0.000000,377.427975,0.000000
500,0.000000,377.428033,0.000000
500,0.000000,377.428002,0.000000
500,0.000000,377.428001,0.000000
500,0.000000,377.428000,0.000000
500,0.000000,377.427999,0.000000
500,0.000000,377.427998,0.000000
500,0.000000,377.427997,0.000000
500,0.000000,377.427996,0.000000
500,0.000000,377.427995,0.000000
500,0.000000,377.427994,0.000000
500,0.000000,377.427993,0.000000
500,0.000000,377.427992,0.000000
500,0.000000,377.427991,0.000000
500,0.000000,377.427990,0.000000
500,0.000000,377.427989,0.000000
500,0.000000,377.427988,0.000000
500,0.000000,377.427987,0.000000
500,0.000000,377.427986,0.000000
500,0.000000,377.427985,0.000000
500,0.000000,377.427984,0.000000
500,0.000000,377.427983,0.000000
500,0.000000,377.427982,0.000000
500,0.000000,377.427981,0.000000
500,0.000000,377.427980,0.000000
500,0.000000,377.427979,0.000000
500,0.000000,377.427978,0.000000
500,0.000000,377.427977,0.000000
500,0.000000,377.427976,0.000000
500,0.000000,377.428003,0.000000
500,0.000000,377.428004,0.000000
500,0.000000,377.428005,0.000000
500,0.000000,377.428020,0.000000
500,0.000000,377.428032,0.000000
500,0.000000,377.428031,0.000000
500,0.000000,377.428030,0.000000
500,0.000000,377.428029,0.000000
500,0.000000,377.428028,0.000000
500,0.000000,377.428027,0.000000
500,0.000000,377.428026,0.000000
500,0.000000,377.428025,0.000000
500,0.000000,377.428024,0.000000
500,0.000000,377.428023,0.000000
500,0.000000,377.428022,0.000000
500,0.000000,377.428021,0.000000
500,0.000000,377.428019,0.000000
500,0.000000,377.428006,0.000000
500,0.000000,377.428018,0.000000
500,0.000000,377.428017,0.000000
500,0.000000,377.428016,0.000000
500,0.000000,377.428015,0.000000
500,0.000000,377.428014,0.000000
500,0.000000,377.428013,0.000000
500,0.000000,377.428012,0.000000
500,0.000000,377.428011,0.000000
500,0.000000,377.428010,0.000000
500,0.000000,377.428009,0.000000
500,0.000000,377.428008,0.000000
500,0.000000,377.428007,0.000000
500,0.000000,377.428339,0.000000
500,0.000000,377.428340,0.000000
500,0.000000,377.428341,0.000000
500,0.000000,377.428646,0.000000
500,0.000000,377.428674,0.000000
500,0.000000,377.428673,0.000000
500,0.000000,377.428672,0.000000
500,0.000000,377.428671,0.000000
500,0.000000,377.428670,0.000000
500,0.000000,377.428669,0.000000
500,0.000000,377.428668,0.000000
500,0.000000,377.428667,0.000000
500,0.000000,377.428666,0.000000
500,0.000000,377.428665,0.000000
500,0.000000,377.428664,0.000000
500,0.000000,377.428663,0.000000
500,0.000000,377.428662,0.000000
500,0.000000,377.428661,0.000000
500,0.000000,377.428660,0.000000
500,0.000000,377.428659,0.000000
500,0.000000,377.428658,0.000000
500,0.000000,377.428657,0.000000
500,0.000000,377.428656,0.000000
500,0.000000,377.428655,0.000000
500,0.000000,377.428654,0.000000
500,0.000000,377.428653,0.000000
500,0.000000,377.428652,0.000000
500,0.000000,377.428651,0.000000
500,0.000000,377.428650,0.000000
500,0.000000,377.428649,0.000000
500,0.000000,377.428648,0.000000
500,0.000000,377.428675,0.000000
500,0.000000,377.428676,0.000000
500,0.000000,377.428677,0.000000
500,0.000000,377.428692,0.000000
500,0.000000,377.428704,0.000000
500,0.000000,377.428703,0.000000
500,0.000000,377.428702,0.000000
500,0.000000,377.428701,0.000000
500,0.000000,377.428700,0.000000
500,0.000000,377.428699,0.000000
500,0.000000,377.428698,0.000000
500,0.000000,377.428697,0.000000
500,0.000000,377.428696,0.000000
500,0.000000,377.428695,0.000000
500,0.000000,377.428694,0.000000
500,0.000000,377.428693,0.000000
500,0.000000,377.428691,0.000000
500,0.000000,377.428678,0.000000
500,0.000000,377.428690,0.000000
500,0.000000,377.428689,0.000000
500,0.000000,377.428688,0.000000
500,0.000000,377.428687,0.000000
500,0.000000,377.428686,0.000000
500,0.000000,377.428685,0.000000
500,0.000000,377.428684,0.000000
500,0.000000,377.428683,0.000000
500,0.000000,377.428682,0.000000
500,0.000000,377.428681,0.000000
500,0.000000,377.428680,0.000000
500,0.000000,377.428679,0.000000
500,0.000000,377.428647,0.000000
500,0.000000,377.428645,0.000000
500,0.000000,377.428706,0.000000
500,0.000000,377.428644,0.000000
500,0.000000,377.428613,0.000000
500,0.000000,377.428612,0.000000
500,0.000000,377.428611,0.000000
500,0.000000,377.428610,0.000000
500,0.000000,377.428609,0.000000
500,0.000000,377.428608,0.000000
500,0.000000,377.428607,0.000000
500,0.000000,377.428606,0.000000
500,0.000000,377.428605,0.000000
500,0.000000,377.428604,0.000000
500,0.000000,377.428603,0.000000
500,0.000000,377.428602,0.000000
500,0.000000,377.428601,0.000000
500,0.000000,377.428600,0.000000
500,0.000000,377.428599,0.000000
500,0.000000,377.428598,0.000000
500,0.000000,377.428597,0.000000
500,0.000000,377.428596,0.000000
500,0.000000,377.428595,0.000000
500,0.000000,377.428594,0.000000
500,0.000000,377.428593,0.000000
500,0.000000,377.428592,0.000000
500,0.000000,377.428591,0.000000
500,0.000000,377.428590,0.000000
500,0.000000,377.428589,0.000000
500,0.000000,377.428588,0.000000
500,0.000000,377.428587,0.000000
500,0.000000,377.428614,0.000000
500,0.000000,377.428615,0.000000
500,0.000000,377.428616,0.000000
500,0.000000,377.428631,0.000000
500,0.000000,377.428643,0.000000
500,0.000000,377.428642,0.000000
500,0.000000,377.428641,0.000000
500,0.000000,377.428640,0.000000
500,0.000000,377.428639,0.000000
500,0.000000,377.428638,0.000000
500,0.000000,377.428637,0.000000
500,0.000000,377.428636,0.000000
500,0.000000,377.428635,0.000000
500,0.000000,377.428634,0.000000
500,0.000000,377.428633,0.000000
500,0.000000,377.428632,0.000000
500,0.000000,377.428630,0.000000
500,0.000000,377.428617,0.000000
500,0.000000,377.428629,0.000000
500,0.000000,377.428628,0.000000
500,0.000000,377.428627,0.000000
500,0.000000,377.428626,0.000000
500,0.000000,377.428625,0.000000
500,0.000000,377.428624,0.000000
500,0.000000,377.428623,0.000000
500,0.000000,377.428622,0.000000
500,0.000000,377.428621,0.000000
500,0.000000,377.428620,0.000000
500,0.000000,377.428619,0.000000
500,0.000000,377.428618,0.000000
500,0.000000,377.428705,0.000000
500,0.000000,377.428707,0.000000
500,0.000000,377.428585,0.000000
500,0.000000,377.428768,0.000000
500,0.000000,377.428796,0.000000
500,0.000000,377.428795,0.000000
500,0.000000,377.428794,0.000000
500,0.000000,377.428793,0.000000
500,0.000000,377.428792,0.000000
500,0.000000,377.428791,0.000000
500,0.000000,377.428790,0.000000
500,0.000000,377.428789,0.000000
500,0.000000,377.428788,0.000000
500,0.000000,377.428787,0.000000
500,0.000000,377.428786,0.000000
500,0.000000,377.428785,0.000000
500,0.000000,377.428784,0.000000
500,0.000000,377.428783,0.000000
500,0.000000,377.428782,0.000000
500,0.000000,377.428781,0.000000
500,0.000000,377.428780,0.000000
500,0.000000,377.428779,0.000000
500,0.000000,377.428778,0.000000
500,0.000000,377.428777,0.000000
500,0.000000,377.428776,0.000000
500,0.000000,377.428775,0.000000
500,0.000000,377.428774,0.000000
500,0.000000,377.428773,0.000000
500,0.000000,377.428772,0.000000
500,0.000000,377.428771,0.000000
500,0.000000,377.428770,0.000000
500,0.000000,377.428797,0.000000
500,0.000000,377.428798,0.000000
500,0.000000,377.428799,0.000000
500,0.000000,377.428814,0.000000
500,0.000000,377.428826,0.000000
500,0.000000,377.428825,0.000000
500,0.000000,377.428824,0.000000
500,0.000000,377.428823,0.000000
500,0.000000,377.428822,0.000000
500,0.000000,377.428821,0.000000
500,0.000000,377.428820,0.000000
500,0.000000,377.428819,0.000000
500,0.000000,377.428818,0.000000
500,0.000000,377.428817,0.000000
500,0.000000,377.428816,0.000000
500,0.000000,377.428815,0.000000
500,0.000000,377.428813,0.000000
500,0.000000,377.428800,0.000000
500,0.000000,377.428812,0.000000
500,0.000000,377.428811,0.000000
500,0.000000,377.428810,0.000000
500,0.000000,377.428809,0.000000
500,0.000000,377.428808,0.000000
500,0.000000,377.428807,0.000000
500,0.000000,377.428806,0.000000
500,0.000000,377.428805,0.000000
500,0.000000,377.428804,0.000000
500,0.000000,377.428803,0.000000
500,0.000000,377.428802,0.000000
500,0.000000,377.428801,0.000000
500,0.000000,377.428769,0.000000
500,0.000000,377.428767,0.000000
500,0.000000,377.428708,0.000000
500,0.000000,377.428766,0.000000
500,0.000000,377.428735,0.000000
500,0.000000,377.428734,0.000000
500,0.000000,377.428733,0.000000
500,0.000000,377.428732,0.000000
500,0.000000,377.428731,0.000000
500,0.000000,377.428730,0.000000
500,0.000000,377.428729,0.000000
500,0.000000,377.428728,0.000000
500,0.000000,377.428727,0.000000
500,0.000000,377.428726,0.000000
500,0.000000,377.428725,0.000000
500,0.000000,377.428724,0.000000
500,0.000000,377.428723,0.000000
500,0.000000,377.428722,0.000000
500,0.000000,377.428721,0.000000
500,0.000000,377.428720,0.000000
500,0.000000,377.428719,0.000000
500,0.000000,377.428718,0.000000
500,0.000000,377.428717,0.000000
500,0.000000,377.428716,0.000000
500,0.000000,377.428715,0.000000
500,0.000000,377.428714,0.000000
500,0.000000,377.428713,0.000000
500,0.000000,377.428712,0.000000
500,0.000000,377.428711,0.000000
500,0.000000,377.428710,0.000000
500,0.000000,377.428709,0.000000
500,0.000000,377.428736,0.000000
500,0.000000,377.428737,0.000000
500,0.000000,377.428738,0.000000
500,0.000000,377.428753,0.000000
500,0.000000,377.428765,0.000000
500,0.000000,377.428764,0.000000
500,0.000000,377.428763,0.000000
500,0.000000,377.428762,0.000000
500,0.000000,377.428761,0.000000
500,0.000000,377.428760,0.000000
500,0.000000,377.428759,0.000000
500,0.000000,377.428758,0.000000
500,0.000000,377.428757,0.000000
500,0.000000,377.428756,0.000000
500,0.000000,377.428755,0.000000
500,0.000000,377.428754,0.000000
500,0.000000,377.428752,0.000000
500,0.000000,377.428739,0.000000
500,0.000000,377.428751,0.000000
500,0.000000,377.428750,0.000000
500,0.000000,377.428749,0.000000
500,0.000000,377.428748,0.000000
500,0.000000,377.428747,0.000000
500,0.000000,377.428746,0.000000
500,0.000000,377.428745,0.000000
500,0.000000,377.428744,0.000000
500,0.000000,377.428743,0.000000
500,0.000000,377.428742,0.000000
500,0.000000,377.428741,0.000000
500,0.000000,377.428740,0.000000
500,0.000000,377.428586,0.000000
500,0.000000,377.428584,0.000000
500,0.000000,377.428342,0.000000
500,0.000000,377.428402,0.000000
500,0.000000,377.428430,0.000000
500,0.000000,377.428429,0.000000
500,0.000000,377.428428,0.000000
500,0.000000,377.428427,0.000000
500,0.000000,377.428426,0.000000
500,0.000000,377.428425,0.000000
500,0.000000,377.428424,0.000000
500,0.000000,377.428423,0.000000
500,0.000000,377.428422,0.000000
500,0.000000,377.428421,0.000000
500,0.000000,377.428420,0.000000
500,0.000000,377.428419,0.000000
500,0.000000,377.428418,0.000000
500,0.000000,377.428417,0.000000
500,0.000000,377.428416,0.000000
500,0.000000,377.428415,0.000000
500,0.000000,377.428414,0.000000
500,0.000000,377.428413,0.000000
500,0.000000,377.428412,0.000000
500,0.000000,377.428411,0.000000
500,0.000000,377.428410,0.000000
500,0.000000,377.428409,0.000000
500,0.000000,377.428408,0.000000
500,0.000000,377.428407,0.000000
500,0.000000,377.428406,0.000000
500,0.000000,377.428405,0.000000
500,0.000000,377.428404,0.000000
500,0.000000,377.428431,0.000000
500,0.000000,377.428432,0.000000
500,0.000000,377.428433,0.000000
500,0.000000,377.428448,0.000000
500,0.000000,377.428460,0.000000
500,0.000000,377.428459,0.000000
500,0.000000,377.428458,0.000000
500,0.000000,377.428457,0.000000
500,0.000000,377.428456,0.000000
500,0.000000,377.428455,0.000000
500,0.000000,377.428454,0.000000
500,0.000000,377.428453,0.000000
500,0.000000,377.428452,0.000000
500,0.000000,377.428451,0.000000
500,0.000000,377.428450,0.000000
500,0.000000,377.428449,0.000000
500,0.000000,377.428447,0.000000
500,0.000000,377.428434,0.000000
500,0.000000,377.428446,0.000000
500,0.000000,377.428445,0.000000
500,0.000000,377.428444,0.000000
500,0.000000,377.428443,0.000000
500,0.000000,377.428442,0.000000
500,0.000000,377.428441,0.000000
500,0.000000,377.428440,0.000000
500,0.000000,377.428439,0.000000
500,0.000000,377.428438,0.000000
500,0.000000,377.428437,0.000000
500,0.000000,377.428436,0.000000
500,0.000000,377.428435,0.000000
500,0.000000,377.428403,0.000000
500,0.000000,377.428401,0.000000
500,0.000000,377.428462,0.000000
500,0.000000,377.428400,0.000000
500,0.000000,377.428369,0.000000
500,0.000000,377.428368,0.000000
500,0.000000,377.428367,0.000000
500,0.000000,377.428366,0.000000
500,0.000000,377.428365,0.000000
500,0.000000,377.428364,0.000000
500,0.000000,377.428363,0.000000
500,0.000000,377.428362,0.000000
500,0.000000,377.428361,0.000000
500,0.000000,377.428360,0.000000
500,0.000000,377.428359,0.000000
500,0.000000,377.428358,0.000000
500,0.000000,377.428357,0.000000
500,0.000000,377.428356,0.000000
500,0.000000,377.428355,0.000000
500,0.000000,377.428354,0.000000
500,0.000000,377.428353,0.000000
500,0.000000,377.428352,0.000000
500,0.000000,377.428351,0.000000
500,0.000000,377.428350,0.000000
500,0.000000,377.428349,0.000000
500,0.000000,377.428348,0.000000
500,0.000000,377.428347,0.000000
500,0.000000,377.428346,0.000000
500,0.000000,377.428345,0.000000
